PM2.5,PM10,CO,NO2,SO2,O3,风速,压强,降水量,温度,湿度,时间
7,-54,0.9,-17,-3,3,0.4,1024.1,105,3,85,2019/2/20 7:55
-7,-56,0.91,-20,-4,6,0.7,1024.7,105,4,81,2019/2/20 8:55
-13,-75,0.97,-11,-6,1,1.9,1025.5,105,4,78,2019/2/20 9:55
-11,-53,0.97,-22,-5,5,1.5,1025.9,105.1,5,80,2019/2/20 10:55
-18,-92,0.81,-24,-6,15,1.2,1024.3,107.1,4,87,2019/2/20 11:55
-10,-84,0.97,-12,-6,5,1.5,1024.4,107.4,4,87,2019/2/20 12:55
-10,-68,0.96,-18,-5,3,0.3,1023.8,107.4,4,85,2019/2/20 13:55
-25,-107,1.03,-27,-5,0,1.3,1023.9,107.4,5,85,2019/2/20 14:55
-23,-102,1.02,-24,-7,-1,0.4,1024.3,107.4,5,84,2019/2/20 15:55
-37,-109,0.96,-27,-7,-1,0.3,1024.5,107.4,4,90,2019/2/20 16:55
-23,-89,1.06,-29,-7,5,0.7,1025.2,107.4,5,89,2019/2/20 17:55
-26,-105,1.03,-32,-7,5,0.5,1025.7,107.4,5,90,2019/2/20 18:55
-29,-129,1.06,-22,-7,8,0.3,1025.9,107.4,5,89,2019/2/20 19:55
-33,-115,1.03,-28,-7,9,1,1026.3,107.4,5,89,2019/2/20 20:55
-27,-110,1.01,-35,-7,20,0.2,1026.9,107.4,5,90,2019/2/20 21:55
-33,-124,0.95,-26,-6,27,0.9,1026.8,107.5,5,90,2019/2/20 22:55
-42,-124,0.94,-12,-6,25,0.2,1027,107.7,4,90,2019/2/20 23:55
-38,-123,0.92,-11,-5,27,0.7,1026.6,107.8,4,89,2019/2/21 0:55
-34,-127,0.96,-26,-6,41,0.5,1026.3,107.8,5,86,2019/2/21 1:55
-28,-115,1.08,-8,-5,25,0.9,1025.9,107.8,4,87,2019/2/21 2:55
-48,-137,0.85,-9,-6,31,0.4,1025.5,107.8,4,85,2019/2/21 3:55
-31,-95,0.88,-5,-5,23,0.6,1025.3,107.8,4,82,2019/2/21 4:55
-34,-101,0.87,-8,-6,23,2.1,1025.3,107.8,4,83,2019/2/21 5:55
-42,-105,0.89,-9,-6,17,0.8,1025.5,107.8,4,85,2019/2/21 6:55
-28,-97,0.91,-9,-5,18,1.6,1026.1,107.8,4,85,2019/2/21 7:55
-27,-86,0.94,-13,-4,17,0.7,1026.4,107.8,5,82,2019/2/21 8:55
-19,-77,1.05,-14,-3,5,0.6,1026.5,107.8,5,80,2019/2/21 9:55
-27,-74,1.03,-14,-4,2,0.9,1026.2,107.8,6,79,2019/2/21 10:55
-26,-84,1,-26,-4,3,0.5,1025.9,107.8,6,80,2019/2/21 11:55
-18,-85,1.04,-26,-4,8,1.4,1024.9,107.8,6,80,2019/2/21 12:55
-17,-66,0.99,-23,-3,9,1.2,1024.2,107.8,6,78,2019/2/21 13:55
-11,-71,1.13,-14,-4,-7,1,1022.9,107.8,6,75,2019/2/21 14:55
-16,-79,1.07,-23,-6,-1,0.4,1023.7,107.8,6,78,2019/2/21 15:55
-14,-67,1.08,-29,-7,-10,2.4,1023,108,6,83,2019/2/21 16:55
-21,-80,1.14,-22,-7,-11,0.7,1023.6,108.2,5,86,2019/2/21 17:55
-22,-100,1.23,-45,-6,-3,0.3,1023.9,108.5,5,92,2019/2/21 18:55
-20,-111,1.04,-42,-6,3,0.9,1024,109,5,93,2019/2/21 19:55
-54,-158,0.95,-49,-7,13,1.1,1023.6,113,4,95,2019/2/21 20:55
-43,-122,0.95,-30,-7,7,0.8,1023.2,117.4,4,94,2019/2/21 21:55
-29,-95,0.89,-29,-8,14,0.9,1023.4,117.5,4,94,2019/2/21 22:55
-42,-96,0.77,-25,-8,26,0.3,1023.3,117.6,4,95,2019/2/21 23:55
-27,-81,0.76,-13,-7,28,0.3,1022.5,117.6,4,94,2019/2/22 0:55
-18,-61,0.57,-27,-6,44,0.4,1022.1,118.2,3,92,2019/2/22 1:55
-14,-58,0.56,-11,-9,34,0.7,1022.3,123,3,93,2019/2/22 2:55
-22,-58,0.63,-5,-4,33,0.6,1022.5,124.9,2,96,2019/2/22 3:55
-22,-64,0.66,1,-6,21,1,1022.3,125.9,2,96,2019/2/22 4:55
-32,-74,0.78,15,-7,-1,0.6,1022.7,127.7,2,96,2019/2/22 5:55
-16,-70,0.78,-4,-5,6,0.4,1023.3,127.8,1,97,2019/2/22 6:55
-25,-67,0.73,-38,-6,15,0.9,1023.3,127.8,2,96,2019/2/22 7:55
-44,-84,0.8,-37,-8,14,0.3,1023.9,127.8,2,95,2019/2/22 8:55
-10,-53,1,-18,-8,5,0.7,1024.2,127.8,2,93,2019/2/22 9:55
-25,-88,0.96,-17,-8,26,1.3,1024.1,127.8,2,93,2019/2/22 10:55
-30,-89,1.01,-14,-8,25,1.2,1024,127.8,3,90,2019/2/22 11:55
-5,-71,1.12,-17,-8,20,0.9,1023.8,127.8,4,85,2019/2/22 12:55
-38,-112,0.9,-23,-9,21,0.6,1023,127.8,4,86,2019/2/22 13:55
-29,-94,0.89,-23,-9,19,0.6,1023.3,127.8,5,81,2019/2/22 14:55
-22,-61,0.98,-20,-9,8,0.8,1023.4,127.8,5,79,2019/2/22 15:55
-18,-34,1.1,-15,-8,6,0.3,1023.7,127.8,5,80,2019/2/22 16:55
-12,-56,1.08,-24,-8,2,1.6,1024.1,127.8,5,80,2019/2/22 17:55
-21,-65,1.08,-10,-8,-3,0.3,1024.6,127.8,5,83,2019/2/22 18:55
-18,-64,1,-32,-8,1,1.1,1025.1,127.8,5,83,2019/2/22 19:55
-4,-42,1.01,-20,-9,11,0.2,1025.4,127.8,5,83,2019/2/22 20:55
-25,-60,1.08,-10,-8,0,0.4,1025.4,127.8,3,87,2019/2/22 21:55
-4,-53,1.04,-8,-8,0,0.4,1025.7,127.8,3,86,2019/2/22 22:55
-17,-69,1.04,-20,-7,3,0.3,1025.4,127.8,3,91,2019/2/22 23:55
-16,-72,1.17,-12,-7,-11,0.3,1025.6,127.8,3,91,2019/2/23 0:55
-16,-62,1.12,-9,-7,0,0.5,1025.3,127.8,2,95,2019/2/23 1:55
-22,-67,1.19,-9,-8,-12,0.2,1025.1,127.8,2,97,2019/2/23 2:55
-37,-110,1.15,-16,-8,-4,0.2,1024.4,127.8,1,96,2019/2/23 3:55
-34,-83,1.44,-6,-7,-14,0.3,1023.9,127.8,1,96,2019/2/23 4:55
-33,-84,1.4,-10,-6,-6,0.2,1023.7,127.8,1,97,2019/2/23 5:55
-41,-109,1.09,-32,-5,6,0.5,1023.1,127.8,1,98,2019/2/23 6:55
-14,-85,1.14,-24,-4,6,0.6,1024.4,127.8,3,90,2019/2/23 7:55
6,-69,1.44,-24,-3,-3,0.8,1025.4,127.8,5,82,2019/2/23 8:55
11,-74,2.24,-26,-1,-18,1.3,1025.7,127.8,6,79,2019/2/23 9:55
-1,-87,1.7,-48,1,-9,1.4,1026.1,127.8,7,77,2019/2/23 10:55
8,-76,1.79,-42,3,-3,0.9,1025,127.8,8,72,2019/2/23 11:55
-6,-101,1.08,-49,2,27,1.8,1023.1,127.8,8,68,2019/2/23 12:55
-26,-107,1.18,-36,3,15,0.6,1021.8,127.8,9,60,2019/2/23 13:55
4,-65,1.55,-14,3,-23,0.6,1021.9,127.8,9,62,2019/2/23 14:55
-17,-99,1.34,-13,-1,-51,0.5,1022,127.8,9,65,2019/2/23 15:55
-15,-92,1.31,-5,-4,-62,0.3,1022.3,127.8,9,64,2019/2/23 16:55
-12,-74,1.38,-39,-5,-50,0.4,1022.7,127.8,8,71,2019/2/23 17:55
-11,-60,1.42,-43,-5,-33,0.4,1023,127.8,7,76,2019/2/23 18:55
-8,-83,1.63,-16,-5,-44,0.3,1023.4,127.8,7,77,2019/2/23 19:55
-1,-66,1.94,-34,-4,-43,0.1,1023.4,127.8,5,84,2019/2/23 20:55
-22,-89,2.04,-50,-3,-35,0.3,1023.6,127.8,4,91,2019/2/23 21:55
-21,-94,1.8,-52,-6,-30,0.1,1023.8,127.8,3,94,2019/2/23 22:55
-43,-110,1.3,-39,-8,-23,0.2,1023.5,127.8,3,97,2019/2/23 23:55
-51,-114,1.95,-46,-6,-25,0.2,1023.3,127.8,3,97,2019/2/24 0:55
-41,-114,1.56,-25,-5,-23,0.2,1022.8,127.8,2,98,2019/2/24 1:55
-46,-115,1.74,-20,-6,-21,0.3,1022.5,127.8,2,99,2019/2/24 2:55
-39,-115,1.71,-10,-5,-21,0.2,1022.3,127.8,1,99,2019/2/24 3:55
-34,-101,1.79,-3,-6,-22,0.4,1022.4,127.8,1,99,2019/2/24 4:55
-54,-131,1.83,-18,-6,-22,0.3,1022.2,127.8,1,100,2019/2/24 5:55
-80,-161,1.86,-16,-4,-21,0.1,1022.5,127.8,1,100,2019/2/24 6:55
-63,-125,1.88,-20,-4,-21,0.1,1022.7,127.8,2,100,2019/2/24 7:55
-32,-112,1.94,-27,-4,-20,0.6,1023.2,127.8,3,99,2019/2/24 8:55
-15,-75,1.66,-40,-3,-26,0.8,1023.6,127.8,5,94,2019/2/24 9:55
9,-32,0.93,5,4,-61,0.2,1020.8,127.8,12,38,2019/2/25 17:55
-17,-66,0.59,-63,0,-50,0.4,1020.5,127.8,11,45,2019/2/25 18:55
-29,-60,0.84,-17,-2,-63,0.2,1021,127.8,9,50,2019/2/25 19:55
-13,-33,0.77,-24,-3,-60,0.3,1021.7,127.8,9,52,2019/2/25 20:55
-18,-42,0.6,-85,-4,-11,0.2,1022.1,127.8,7,55,2019/2/25 21:55
-20,-33,0.76,-93,-5,-6,0.2,1022,127.8,7,64,2019/2/25 22:55
-8,-37,0.89,-36,-5,5,0.7,1022.5,127.8,7,71,2019/2/25 23:55
-11,-57,0.91,-18,-4,-4,0.3,1022.7,127.8,6,78,2019/2/26 0:55
-15,-64,0.85,-18,-4,-2,0.3,1022.1,127.8,6,84,2019/2/26 1:55
-17,-76,0.85,-24,-5,6,0.5,1021.8,127.8,5,88,2019/2/26 2:55
-30,-101,0.96,-27,-5,13,0.8,1021.6,127.8,5,91,2019/2/26 3:55
-15,-72,1.11,-17,-5,20,0.8,1022.6,127.8,5,92,2019/2/26 6:55
4,-68,0.95,-29,-5,30,1,1022.9,127.8,6,88,2019/2/26 7:55
-28,-84,0.84,-24,-3,47,1.1,1022.5,127.8,6,84,2019/2/26 8:55
13,147,0.13,-15,-7,-20,1.1,1021,127.8,12,50,2019/2/26 11:55
-10,10,0.74,-44,-7,-41,0.9,1016.6,127.8,10,55,2019/2/26 15:55
-11,-24,0.72,-65,-8,-28,1.9,1019.3,128.1,10,63,2019/2/26 16:55
-14,-29,0.71,-40,-7,-25,0.4,1018.7,128.8,9,68,2019/2/26 17:55
-15,-37,0.72,-21,-7,-13,0.9,1018.8,129.5,8,77,2019/2/26 18:55
-20,-41,0.67,-19,-7,-4,0.6,1019.7,130.5,7,85,2019/2/26 19:55
-19,-48,0.65,-48,-8,5,0.3,1020.6,131.2,7,88,2019/2/26 20:55
-20,-42,0.62,-29,-7,2,0.5,1020.4,131.5,6,89,2019/2/26 21:55
-25,-46,0.62,-39,-7,15,2.5,1020.3,131.5,6,90,2019/2/26 22:55
-25,-50,0.6,-24,-7,18,0.5,1020.3,131.5,6,87,2019/2/26 23:55
-19,-39,0.58,-17,-7,24,1,1019.7,131.5,6,86,2019/2/27 0:55
-20,-46,0.61,-22,-5,27,0.5,1019.8,131.5,6,85,2019/2/27 1:55
-27,-56,0.54,-17,-7,31,1.1,1019.7,131.5,6,85,2019/2/27 2:55
-24,-62,0.56,-13,-7,27,1.4,1019.1,131.5,6,85,2019/2/27 3:55
-23,-48,0.64,-12,-5,33,0.5,1018.6,131.5,5,92,2019/2/27 4:55
-20,-60,0.81,-5,-7,28,0.8,1018.8,131.5,6,91,2019/2/27 5:55
-35,-69,0.8,-11,-8,27,0.5,1019.5,131.5,6,90,2019/2/27 6:55
-24,-54,0.73,-13,-8,26,1.4,1019.6,131.5,6,91,2019/2/27 7:55
-26,-43,0.7,-16,-8,21,1.5,1019.5,131.5,6,89,2019/2/27 8:55
-32,-60,0.75,-18,-8,25,0.3,1019.9,131.5,7,87,2019/2/27 10:03
-31,-46,0.78,-17,-7,16,0.8,1019.7,131.5,7,85,2019/2/27 10:55
-31,-58,0.81,-40,-8,26,1.1,1018.7,131.8,7,86,2019/2/27 11:55
-31,-65,0.74,-43,-8,33,0.6,1018.2,133.5,7,89,2019/2/27 12:55
-34,-62,0.82,-19,-8,24,0.8,1017.6,134.6,7,87,2019/2/27 13:55
-25,-52,0.82,-10,-8,21,0.4,1017.5,135.1,7,86,2019/2/27 14:55
-9,-34,0.8,0,-8,8,0.4,1017.7,136.4,7,85,2019/2/27 16:55
-32,-53,0.72,-71,-8,17,0.4,1018.4,136.5,7,90,2019/2/27 17:55
-25,-56,0.66,-28,-8,24,0.2,1018.7,137,7,92,2019/2/27 18:55
-44,-95,0.62,-32,-8,43,0.1,1020.4,137,6,96,2019/2/27 22:55
-22,-48,0.67,-23,-8,34,0.7,1019.9,137,6,94,2019/2/28 1:55
-14,-59,0.74,-12,-8,32,0.2,1019.3,137,6,92,2019/2/28 4:55
-46,-106,0.77,-4,-8,25,0.3,1019.2,137,6,92,2019/2/28 5:55
-38,-77,0.77,-7,-8,22,0.9,1018.7,137,6,92,2019/2/28 6:55
-41,-83,0.8,-21,-8,22,0.3,1020.1,137,6,90,2019/2/28 7:55
-37,-68,0.71,-31,-7,28,0.8,1020.6,137,7,86,2019/2/28 8:55
-30,-61,0.77,-28,-7,30,1,1021,137,8,82,2019/2/28 9:55
-16,-42,0.79,-18,-7,18,0.3,1021.2,137,9,75,2019/2/28 10:56
-10,-41,0.87,-12,-6,7,1.1,1020.9,137,9,74,2019/2/28 11:55
-11,-29,0.82,-35,-6,8,1.4,1019.9,137,10,72,2019/2/28 12:55
-32,-43,0.82,-43,-7,12,1.4,1020.1,137,10,72,2019/2/28 13:55
-20,-37,0.76,-37,-7,13,0.5,1019.4,137,10,70,2019/2/28 14:55
-27,-48,0.81,-24,-7,7,0.6,1018.9,137,10,70,2019/2/28 15:55
-3,-15,0.9,-21,-7,5,0.5,1019,137,10,68,2019/2/28 16:55
0,5,1.08,-13,-7,15,0.3,1019,137,9,72,2019/2/28 17:55
1,-30,1.19,-26,-7,17,0.2,1019.9,137,9,75,2019/2/28 18:55
-2,-7,1.41,-37,-7,7,0.3,1020.5,137,8,77,2019/2/28 19:56
-9,-21,1.31,-32,-7,6,0.2,1020.8,137,8,79,2019/2/28 20:55
5,-38,1.24,-37,-7,4,0.5,1021,137,8,80,2019/2/28 21:55
-15,-45,1.24,-37,-7,15,0.2,1021.3,137,7,83,2019/2/28 22:55
-21,-52,1.01,-33,-7,12,0.3,1021,137,7,84,2019/2/28 23:55
-14,-44,0.83,-28,-7,15,0.2,1020.5,137,7,82,2019/3/1 0:55
-28,-48,0.98,-26,-7,19,0.3,1020.9,137,7,82,2019/3/1 1:55
-25,-57,0.92,-47,-7,20,0.2,1020.7,137,7,81,2019/3/1 2:55
-26,-65,0.98,-43,-7,19,0.3,1019.9,137,7,81,2019/3/1 3:55
-31,-65,1.18,-21,-5,15,0.5,1019.8,137,7,82,2019/3/1 4:55
-34,-64,1.63,-19,-5,9,0.4,1019.4,137,7,79,2019/3/1 5:55
-30,-61,1.46,-27,-5,8,0.5,1019.6,137,7,77,2019/3/1 6:55
-39,-54,1.09,-49,-4,9,0.9,1021.2,137,8,74,2019/3/1 7:55
-23,-17,1.48,-27,-3,0,0.8,1022.1,137,9,68,2019/3/1 8:55
-26,-24,1,-37,-4,6,0.5,1021.8,137,9,65,2019/3/1 9:55
-10,-8,0.98,-27,-4,11,1.5,1021.3,137,10,54,2019/3/1 10:55
-3,-12,1.1,-26,-4,7,1.3,1020.9,137,10,50,2019/3/1 11:55
-11,-24,1.13,-34,-5,1,1.1,1019.6,137,11,48,2019/3/1 12:55
-12,-13,1.06,-27,-5,0,0.9,1019,137,11,46,2019/3/1 13:55
-4,-7,1.15,-9,-6,0,0.7,1019,137,10,46,2019/3/1 14:55
-6,-20,1.29,-8,-6,-9,0.9,1019,137,10,50,2019/3/1 15:55
-11,-25,1.38,-24,-6,-10,0.5,1019,137,9,59,2019/3/1 16:55
-2,-47,1.7,-32,-6,-16,0.3,1019.8,137,9,63,2019/3/1 17:55
35,-10,1.6,-54,-7,-8,1.1,1019.7,137,9,68,2019/3/1 18:55
-17,-115,1.52,-49,-7,12,0.5,1019.8,137,8,77,2019/3/1 19:55
-43,-136,1.33,-51,-7,32,1.2,1019.7,137,8,78,2019/3/1 20:55
-19,-87,1.35,-23,-7,17,0.4,1019.7,137,8,71,2019/3/1 21:55
-28,-89,1.38,-19,-6,16,1,1019,137,8,68,2019/3/1 22:55
-30,-86,1.31,-7,-6,12,0.8,1018.8,137,8,67,2019/3/1 23:55
-14,-61,1.18,-9,-6,26,0.7,1017.8,137,8,62,2019/3/2 0:55
-32,-63,1.16,-14,-6,33,0.4,1016.8,137,8,63,2019/3/2 1:55
8,-26,1.33,-6,-5,36,1,1015.4,137,8,55,2019/3/2 2:55
-3,-36,1.44,-6,-5,35,2.4,1014.7,137,8,58,2019/3/2 3:55
-15,-49,1.2,-9,-6,42,1.3,1014.5,137,8,65,2019/3/2 4:55
-22,-47,1.46,8,-6,21,0.3,1015.1,137,8,63,2019/3/2 5:55
-12,-48,1.46,-17,-6,25,0.6,1015.6,137.4,7,73,2019/3/2 6:55
-21,-78,1.45,-25,-6,26,0.5,1015.7,138.1,6,82,2019/3/2 7:55
-43,-89,1.22,-34,-7,32,0.9,1015.6,138.8,7,78,2019/3/2 8:55
-5,-32,1.36,-46,-7,38,0.3,1015.9,139.2,7,72,2019/3/2 9:55
2,-49,1.48,-19,-7,20,0.7,1016.4,139.8,7,75,2019/3/2 10:55
25,-31,1.46,-29,-7,20,0.2,1015.7,139.9,8,78,2019/3/2 11:55
-17,-98,1.24,-38,-7,8,1.1,1015.1,139.9,8,79,2019/3/2 12:55
-65,-163,1.06,-36,-6,15,0.5,1014.6,140.3,7,84,2019/3/2 13:55
-18,-38,1.17,-16,-7,24,1.3,1013.6,140.3,7,70,2019/3/2 14:55
-7,-42,1.18,-14,-6,24,0.9,1013.9,140.3,7,72,2019/3/2 15:55
-22,-52,1.24,-18,-7,16,1,1012.9,140.3,7,75,2019/3/2 16:55
-18,-33,1.09,-30,-7,22,0.1,1014.5,140.3,7,72,2019/3/2 17:55
-9,-26,1.03,-31,-7,31,0.5,1014.7,140.3,7,68,2019/3/2 18:55
-6,-16,1.05,-21,-7,30,0.5,1015.7,140.3,7,67,2019/3/2 19:55
-5,-8,1.03,-25,-7,39,0.3,1016,140.3,7,68,2019/3/2 20:55
-8,-18,1.1,-32,-7,45,0.8,1015.5,140.3,7,68,2019/3/2 21:55
-6,-15,1.08,24,-6,20,0.2,1015.5,140.3,7,68,2019/3/2 22:55
0,2,1.19,-39,-7,0,0.2,1014.8,140.3,7,71,2019/3/2 23:55
-12,-11,1.01,-72,-6,16,0.6,1014.2,140.3,7,75,2019/3/3 0:55
-19,-12,0.97,-42,-6,35,0.4,1013.3,140.3,7,74,2019/3/3 1:55
-19,-26,0.99,-48,-6,41,0.2,1013.3,140.3,7,73,2019/3/3 2:55
-17,-23,1,-22,-6,37,0.5,1012.7,140.3,7,72,2019/3/3 3:55
-6,-19,1.04,-15,-6,42,0.1,1012.5,140.3,6,74,2019/3/3 4:55
-9,-21,1.05,-8,-6,25,0.3,1013.5,140.3,6,74,2019/3/3 5:55
-11,-22,1.16,-22,-7,19,0.5,1013.6,140.3,6,77,2019/3/3 6:55
-22,-47,1.16,-33,-6,24,0.8,1013.9,140.3,7,81,2019/3/3 7:55
-30,-49,1.28,-32,-6,13,0.2,1014.1,140.3,7,75,2019/3/3 8:55
-18,-37,1.24,-37,-5,14,0.6,1014.2,140.3,8,70,2019/3/3 9:55
-12,-19,1.39,-29,-6,8,0.7,1014,140.3,9,64,2019/3/3 10:55
-12,-12,1.28,-58,-6,32,0.9,1013.6,140.3,9,62,2019/3/3 11:55
-37,-59,0.88,-36,-7,35,0.2,1013.2,140.3,9,60,2019/3/3 12:55
-15,-22,0.93,-8,-5,30,0.6,1012.9,140.3,10,55,2019/3/3 13:55
-6,-13,0.93,-10,-5,26,1.7,1012.5,140.3,10,56,2019/3/3 14:55
-10,-10,1.01,-5,-5,22,0.7,1012.5,140.3,9,58,2019/3/3 15:55
-4,-6,1.04,-20,-5,23,0.9,1012.8,140.3,9,64,2019/3/3 16:55
-11,-12,1.02,-35,-6,34,0.9,1013,140.3,8,69,2019/3/3 17:55
-12,-19,1.03,-12,-5,26,1.8,1013.4,140.3,8,70,2019/3/3 18:55
-18,-26,0.96,-15,-5,25,0.7,1014.4,140.3,8,70,2019/3/3 19:55
-5,-22,1.02,-6,-5,29,0.7,1014.9,140.3,8,69,2019/3/3 20:55
-14,-40,1,-21,-7,35,0.8,1015.3,140.3,7,74,2019/3/3 21:55
-10,-20,0.99,-22,-7,37,1.2,1015.2,140.3,7,74,2019/3/3 22:55
-13,-47,0.98,-11,-7,32,0.4,1014.9,140.3,7,74,2019/3/3 23:55
-21,-47,1,-27,-8,39,0.5,1015.4,140.3,7,76,2019/3/4 0:55
-18,-32,1.02,-20,-7,45,1.4,1015.3,140.3,6,78,2019/3/4 1:55
-27,-63,1.08,-13,-7,43,0.4,1015.1,140.3,5,83,2019/3/4 2:55
-26,-45,1.18,-4,-8,39,0.8,1015.4,140.3,5,87,2019/3/4 3:55
-24,-59,1.37,-2,-7,34,0.5,1016.2,140.3,5,89,2019/3/4 4:55
-23,-62,1.49,-3,-6,5,0.3,1016.2,140.3,4,92,2019/3/4 5:55
-34,-61,1.42,-10,-5,-11,0.2,1017,140.3,4,95,2019/3/4 6:55
-14,-31,1.34,-43,-6,-1,0.6,1017.8,140.3,7,84,2019/3/4 7:55
-16,-35,1.48,-68,-5,10,0.6,1018.4,140.3,10,66,2019/3/4 8:55
-1,-22,1.28,-40,-6,9,0.4,1018.1,140.3,12,51,2019/3/4 9:55
-7,-19,1.19,-25,-6,10,0.5,1018.2,140.3,15,44,2019/3/4 10:55
-3,-16,1.03,-19,-7,9,0.9,1016.9,140.3,15,41,2019/3/4 11:55
-14,-26,1.12,-9,-5,12,0.5,1017.2,140.3,16,38,2019/3/4 12:55
-6,-20,0.73,-22,-6,-6,0.4,1017.5,140.3,10,62,2019/3/4 20:55
1,-20,0.83,-70,-7,2,1.1,1017.5,140.3,10,62,2019/3/4 21:55
-5,-33,0.66,-34,-5,10,1,1016.7,140.3,10,61,2019/3/4 22:55
-9,-36,0.64,-12,-4,11,1,1016.1,140.3,10,57,2019/3/4 23:55
-2,-26,0.76,-7,-4,7,0.7,1015,140.3,10,56,2019/3/5 0:55
1,-36,0.8,-9,-6,9,0.6,1014.2,140.3,10,61,2019/3/5 1:55
-5,-25,0.78,-12,-6,19,1.1,1013.5,140.3,9,66,2019/3/5 2:55
-9,-35,0.88,-4,-6,11,0.4,1012.7,140.3,9,65,2019/3/5 3:55
-13,-47,0.88,-8,-6,14,1.1,1013,140.3,10,64,2019/3/5 4:55
-18,-56,0.85,-11,-6,11,0.8,1013.1,140.3,9,66,2019/3/5 5:55
-18,-76,0.87,-9,-6,4,1.2,1013.1,140.3,9,67,2019/3/5 6:55
-6,-37,0.82,-11,-7,-3,2.4,1013.7,140.3,9,67,2019/3/5 7:55
-11,-62,0.89,-9,-7,-7,0.4,1013.8,140.3,10,67,2019/3/5 8:55
-20,-63,0.84,-39,-7,7,0.6,1014.7,144.4,8,86,2019/3/5 9:55
-31,-90,0.88,-46,-7,13,1,1014.2,149.4,8,91,2019/3/5 10:55
-19,-57,0.7,-32,-7,-6,1.5,1012.5,152.9,10,83,2019/3/5 16:55
-25,-67,0.9,-22,-7,-8,1,1013.5,152.9,10,88,2019/3/5 18:55
-33,-101,0.69,-70,-7,31,0.3,1016.1,152.9,9,92,2019/3/5 23:55
-24,-93,0.71,-48,-8,41,0.3,1015.8,152.9,9,94,2019/3/6 0:55
-25,-100,0.78,-1,-7,17,0.5,1016.2,152.9,8,96,2019/3/6 3:55
-35,-82,0.87,-10,-8,40,0.3,1016.6,152.9,8,95,2019/3/6 4:55
23,-26,2.58,-16,-7,-3,0.2,1017.9,152.9,9,92,2019/3/6 6:55
22,-60,3.09,-38,-6,14,0.4,1018.2,152.9,9,92,2019/3/6 7:55
10,-89,0.9,-24,-5,-2,0.6,1018.7,152.9,9,91,2019/3/6 8:55
-55,-145,-0.23,-65,-7,6,0.4,1019.4,152.9,12,78,2019/3/6 9:55
-19,-51,1.34,-22,-5,5,1.6,1019.4,152.9,13,71,2019/3/6 10:55
-6,-37,1.51,-11,-4,-1,0.5,1019.4,152.9,14,64,2019/3/6 11:55
-5,-20,1.49,-18,-3,0,1.6,1018.5,152.9,15,60,2019/3/6 12:55
-18,-58,0.84,-22,-5,1,0.8,1018,152.9,15,59,2019/3/6 13:55
-2,-34,1.04,-4,8,-3,1.3,1017.9,152.9,16,51,2019/3/6 14:55
-13,-32,0.61,-11,4,1,0.7,1017.5,152.9,17,47,2019/3/6 15:55
-39,-41,1.08,52,3,-37,0.7,1017.8,152.9,16,47,2019/3/6 16:55
18,30,1.74,78,5,-58,0.4,1018.6,152.9,14,31,2019/3/6 17:55
20,64,1.65,16,3,-56,0.2,1019.2,152.9,12,40,2019/3/6 18:55
-21,7,0.47,26,-2,-66,0.2,1020.2,152.9,11,57,2019/3/6 19:55
-16,-1,0.52,-50,-1,-1,0.2,1020.8,152.9,11,49,2019/3/6 20:55
43,58,0.9,-95,1,14,0.5,1021.6,152.9,11,42,2019/3/6 21:55
-17,-32,0.64,-34,0,14,0.3,1022.4,152.9,10,54,2019/3/6 22:55
10,20,0.96,-8,0,26,5.2,1023,152.9,9,44,2019/3/6 23:55
14,-15,0.97,-9,0,25,0.3,1023.8,152.9,8,60,2019/3/7 0:55
-2,-41,1.04,-5,-2,19,0.7,1024.1,152.9,7,71,2019/3/7 1:55
7,-55,0.96,-6,-2,28,0.7,1023.8,152.9,6,76,2019/3/7 2:55
-27,-89,0.75,-6,-3,27,0.4,1023.1,152.9,6,80,2019/3/7 3:55
-47,-87,0.68,-9,-3,28,1.8,1024.3,152.9,6,78,2019/3/7 4:55
-24,-26,0.6,2,-2,28,0.6,1024.8,152.9,5,71,2019/3/7 5:55
-18,-10,0.52,-10,-3,31,1.5,1025.6,152.9,4,72,2019/3/7 6:55
-15,11,0.55,-16,-3,22,1.5,1026.7,152.9,6,64,2019/3/7 7:55
-12,15,0.58,-7,0,20,3,1027.1,152.9,7,58,2019/3/7 8:55
-9,7,0.54,-9,0,13,1.8,1027.2,152.9,8,54,2019/3/7 9:55
-10,6,0.39,-10,0,6,2.6,1026.7,152.9,11,40,2019/3/7 10:55
-15,-5,0.4,-9,0,7,2.9,1026.4,152.9,12,33,2019/3/7 11:55
-19,-4,0.39,-11,0,6,1.1,1025.7,152.9,12,33,2019/3/7 12:55
-11,-3,0.39,-12,0,12,0.5,1024.4,152.9,14,27,2019/3/7 13:55
6,10,0.43,-8,0,7,2.8,1023.8,152.9,14,22,2019/3/7 14:55
-9,-5,0.5,-4,0,9,1.3,1024.1,152.9,13,27,2019/3/7 15:55
-12,-1,0.5,0,1,7,1.5,1023.4,152.9,13,30,2019/3/7 16:55
-3,6,0.48,7,0,8,1.5,1023.5,152.9,10,36,2019/3/7 17:55
-7,-5,0.51,3,1,-6,1,1023.8,152.9,9,42,2019/3/7 18:55
-12,-3,0.57,1,-3,-5,0.2,1024.2,152.9,7,51,2019/3/7 21:55
-21,-5,0.54,-70,-3,-1,0.4,1024.5,152.9,7,54,2019/3/7 22:55
